com.samsung.health.food_info,6307003,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
295.0,0.0,45.833332,0.0,0.0,,,fatsecret-5589,248,7.0,0.2,0.27,2026-01-09 17:50:34.048,2025-03-30 03:42:49.747,0.012,0.15,0.082,5.111111,Apple Juice,27.03,,1.7,117.0,cup,,+NZu810/s3,g,0.047,,com.sec.android.app.shealth,28.97,2.1196582,dba81320-ebbd-41ad-b173-6ebc4932c1f0,1,
,0.0,0.0,0.0,0.0,,,fatsecret-25716,12,50.0,0.0,0.0,2025-06-04 19:11:25.218,2025-06-04 19:11:25.218,,0.0,,0.0,Ginger Ale (12 oz)(Canada Dry),33.0,33.0,0.0,130.0,serving,,u104vMWe/c,oz,0.0,,com.sec.android.app.shealth,33.0,,6ce2e99d-c784-4e53-b8c9-9aebcdda28e3,1,
349.0,1.36,0.0,0.0,24.0,"60 kcal, Per 100g",,fatsecret-794,244,98.0,0.0,7.93,2026-01-24 17:09:42.073,2024-04-19 00:09:38.830,1.981,7.86,0.476,0.3888889,Whole Milk,12.83,,27.6,146.0,cup,,+NZu810/s3,g,4.551,,com.sec.android.app.shealth,11.03,1.6712328,24ec0f14-3a92-4f66-b6a4-13c28469d999,1,
480.0,24.444445,0.0,0.0,5.0,,,fatsecret-39969833,16,1070.0,5.0,2.0,2025-06-06 23:35:01.547,2025-06-06 23:35:01.547,0.0,10.0,1.0,15.0,Spaghettio's Original (Can)(Campbell's),22.0,,3.8461537,290.0,serving,,u104vMWe/c,oz,1.0,0.0,com.sec.android.app.shealth,58.0,,6f8db27a-bccb-4444-bf4e-c81d08542e66,1,
0.0,0.0,0.0,10.0,0.0,,,fatsecret-59566,41,190.0,2.0,2.0,2025-06-07 20:11:08.057,2025-06-07 20:11:08.057,1.0,3.0,0.5,90.00001,Honey Bunches of Oats Honey Roasted(Post),9.0,8.0,0.7692308,160.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,34.0,0.25625,1109365a-9323-4d7a-9439-f94dce9e0f9a,1,
,0.0,0.0,0.0,54.0,,,fatsecret-2887299,1,45.0,2.0,2.0,2025-06-10 21:58:43.642,2025-03-03 20:27:36.435,,10.0,,0.0,Jalapeno Cheese Bagel(Safeway),2.0,,0.0,260.0,serving,,u104vMWe/c,,1.0,,com.sec.android.app.shealth,48.0,,3e5aa664-e7ed-4473-89b8-56be075532e7,1,
383.0,1.22,0.0,0.0,101.0,,,fatsecret-2717,184,994.0,1.5,29.9,2025-06-17 00:41:24.501,2025-06-17 00:41:24.501,11.724,33.17,2.23,24.333334,Cheeseburger with 1/4 Lb Meat on Bun,6.11,,28.5,552.0,(1/4 lb) cheeseburger,,u104vMWe/c,g,12.86,,com.sec.android.app.shealth,35.46,0.33333334,b75be403-3131-4678-a54c-2f83e1e2b236,1,
17.0,1.06,0.0,0.0,16.0,,,fatsecret-33697,15,43.0,0.0,5.06,2026-01-27 03:15:58.940,2025-05-06 19:36:26.570,1.427,1.09,0.183,0.9444444,Cream Cheese,0.03,,1.2,51.0,tbsp,,+NZu810/s3,g,3.185,,com.sec.android.app.shealth,0.39,0.28431374,b9de0bb8-43ca-4cf9-884f-d9a5b560b79d,1,
92.0,0.0,0.8333333,0.0,0.0,,,fatsecret-40125890,105,516.0,2.4,1.69,2025-06-17 00:41:02.108,2025-06-17 00:41:02.108,0.342,10.77,0.701,21.61111,Everything Bagel,2.65,,8.6,279.0,regular,,u104vMWe/c,g,0.322,0.0,com.sec.android.app.shealth,54.55,0.37634408,6fee87fa-9337-4f45-b518-c6af61e193b7,1,
300.0,0.0,5.1666665,0.0,0.0,"274 kcal, Per 100g",,fatsecret-5762,57,171.0,1.9,8.01,2025-06-17 00:41:24.497,2024-04-23 01:23:17.718,4.664,1.98,1.304,3.8333333,Potato French Fries,0.33,,0.7,156.0,order,,u104vMWe/c,g,1.869,,com.sec.android.app.shealth,20.33,0.3653846,f8697900-136c-4b71-a5b7-298ee1485bf0,1,
,0.0,0.0,0.0,0.0,"100 kcal, Per 1 bottle",,fatsecret-3435448,20,0.0,0.0,0.0,2025-06-17 04:54:10.954,2024-05-11 02:59:12.204,,0.0,,0.0,Vitamin Water Power-c Dragonfruit (20 oz)(Glaceau),27.0,27.0,0.0,100.0,serving,,u104vMWe/c,oz,0.0,,com.sec.android.app.shealth,27.0,,1cb95637-5e91-4a5c-800a-89bb70d70764,1,
0.0,7.2,300.0,0.0,0.0,,,fatsecret-460136,20,0.0,0.0,0.0,2025-06-17 04:54:17.045,2025-06-17 04:54:17.045,0.0,0.0,0.0,0.0,Vitamin Water Zero XXX Acai-Blueberry-Pomegranate (Bottle)(Glaceau),0.0,0.0,0.0,0.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,0.0,,086d7b0e-063a-454a-90c2-5242ab2742df,1,
0.0,7.2,300.0,0.0,0.0,"100 kcal, Per 1 bottle",,fatsecret-3681654,17,0.0,0.0,0.0,2025-06-17 04:54:06.352,2024-08-10 23:32:13.780,0.0,0.0,0.0,0.0,Vitamin Water XXX Acai-Blueberry-Pomegranate (16.9 oz)(Glaceau),22.0,,0.0,80.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,22.0,,14fc321f-4490-47e5-8744-d1951c77e341,1,
89.0,0.0,0.0,0.0,0.0,,,fatsecret-364189,177,12.0,0.0,1.47,2025-06-17 16:25:58.258,2025-06-17 16:25:58.258,0.041,0.39,0.004,0.7222222,Iced Coffee with Cream,2.26,,0.6,26.0,coffee cup (6 fl oz),,u104vMWe/c,g,1.343,,com.sec.android.app.shealth,2.91,6.8076925,101aa398-053d-49f1-a5ee-f7a70162a382,1,
6.0,0.0,0.0,0.0,20.0,,,fatsecret-1068188,0,600.0,1.0,9.0,2025-06-18 18:10:31.537,2025-06-18 18:10:31.537,,9.0,,33.333332,LunchMakers Cracker Crunchers Turkey(Armour),6.0,5.0,1.0,200.0,serving,,u104vMWe/c,,3.0,0.0,com.sec.android.app.shealth,21.0,,7ace0948-2737-4c57-ad25-14fa4125e02e,1,
599.0,2.38,23.0,0.0,100.0,,,fatsecret-15040943,240,459.0,3.0,11.86,2025-06-18 21:17:15.287,2025-06-18 21:17:15.287,3.818,34.81,3.916,11.777777,Chicken Salad,3.35,,3.0,318.0,cup,,u104vMWe/c,g,2.783,0.013,com.sec.android.app.shealth,17.55,0.754717,e708c3c2-6d98-4080-8e8f-d9cd14150bb5,1,
,0.0,0.0,0.0,105.0,"570 kcal, Per 1 serving",,fatsecret-83542094,262,1210.0,3.0,29.0,2025-06-19 02:48:59.567,2024-08-10 23:32:13.780,,34.0,,0.0,6-Inch Elite Chicken & Bacon Ranch(Subway),6.0,4.0,0.0,570.0,serving,,u104vMWe/c,g,10.0,0.0,com.sec.android.app.shealth,43.0,0.45964912,88bbeebf-c26d-4908-b831-254b20421c27,1,
,0.0,0.0,0.0,45.0,,,fatsecret-17589071,90,690.0,1.0,14.0,2025-06-19 03:48:49.288,2025-06-19 03:48:49.288,,13.0,,5.5555553,Lunchables Turkey & Cheddar with Crackers(Oscar Mayer),5.0,3.0,17.1,260.0,serving,,u104vMWe/c,g,7.0,0.0,com.sec.android.app.shealth,21.0,0.34615386,e4b380ed-bec8-4ce5-ab4b-4caff209bcd9,1,
170.0,0.0,16.666666,0.0,0.0,,,fatsecret-4184555,237,60.0,0.0,0.0,2025-06-19 21:09:25.709,2025-06-19 21:09:25.709,,0.0,,0.0,V-Fusion Energy Pomegranate Blueberry(V8),10.0,,0.0,50.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,12.0,,3d2a58d4-0512-4e73-acca-c6785448bd24,1,
364.0,0.6,52.833332,0.0,10.0,,,fatsecret-936,202,55.0,3.0,3.23,2025-06-19 21:10:24.082,2025-06-19 21:10:24.082,0.84,3.41,0.178,2.5555556,Fruit Smoothie Drink (with Fruit Juice and Dairy Products),33.67,,10.7,198.0,cup,,u104vMWe/c,g,1.909,,com.sec.android.app.shealth,41.15,1.020202,f7ce0936-41d9-404c-ac91-fcb55b44fb52,1,
210.0,0.0,0.0,0.0,0.0,,,fatsecret-74940835,28,0.0,3.0,0.0,2025-06-20 03:24:34.729,2025-06-20 03:24:34.729,0.0,1.0,0.0,5.0,Baked Crunchy Simply Banana Chips(Bare),18.0,0.0,1.0,100.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,26.0,0.28,1fad76bc-74c0-475b-b56d-40d8e96489fc,1,
396.0,0.1,4.3333335,0.0,71.0,,,fatsecret-39977,172,731.0,2.1,21.0,2025-06-20 03:25:15.677,2025-06-20 03:25:15.677,9.307,23.1,1.594,23.055555,"Hamburger (Large, Single Patty with Condiments)",8.32,,13.4,427.0,sandwich,,u104vMWe/c,g,7.926,,com.sec.android.app.shealth,36.83,0.4028103,667086f7-102f-454c-9cac-4df160a4bd7a,1,
,0.0,0.0,0.0,35.0,,,fatsecret-3412707,119,950.0,3.0,8.0,2025-06-20 19:47:16.816,2025-04-20 04:13:41.076,,16.0,,0.0,Oven Roasted Turkey & Cheese Sandwich(Deli Express),4.0,,0.0,250.0,serving,,u104vMWe/c,g,3.5,0.0,com.sec.android.app.shealth,30.0,0.476,93d7cb22-8250-4eaa-a1ed-12456af1f3fe,1,
129.0,2.58,0.0,0.0,22.0,,,fatsecret-1336,83,764.0,1.2,15.77,2025-06-21 03:52:40.926,2025-06-19 21:09:04.066,5.659,9.16,3.005,11.444445,Grilled Cheese Sandwich,3.98,,23.5,291.0,sandwich,,u104vMWe/c,g,5.978,,com.sec.android.app.shealth,27.85,0.28522336,ffbfd9cd-c4c5-4ebf-933a-590b47932d74,1,
930.0,0.0,0.0,0.0,80.0,,,fatsecret-68444376,0,310.0,0.0,21.0,2025-06-22 02:11:57.848,2025-06-22 02:11:57.848,,19.0,,0.0,Strawberry Shake - Large(McDonald's),107.0,86.0,65.0,850.0,serving,,u104vMWe/c,,13.0,1.0,com.sec.android.app.shealth,143.0,,cfec2aee-e317-49a8-9d0a-4a5e0eecbb38,1,
243.0,0.56,0.0,0.0,83.0,,,fatsecret-1641,100,393.0,0.0,7.72,2025-06-22 02:14:01.656,2024-09-03 23:53:50.119,3.005,29.55,1.646,5.8888884,Chicken Breast,0.0,,1.4,195.0,g,,u104vMWe/c,g,2.172,,com.sec.android.app.shealth,0.0,0.51282054,c1e57e88-13ac-45b5-997f-a30e8e04d4fa,100,
143.0,0.0,0.16666667,0.0,44.0,,,fatsecret-39955,98,670.0,,14.54,2025-06-22 02:14:14.152,2025-06-22 02:14:14.152,6.853,10.39,1.706,12.833333,Hotdog,,,2.4,242.0,sandwich,,u104vMWe/c,g,5.109,,com.sec.android.app.shealth,18.03,0.40495867,f28ffb41-b910-4495-a9bd-1b2657410300,1,
,0.0,0.0,0.0,0.0,,,fatsecret-83670558,16,220.0,0.0,0.0,2025-06-23 00:16:59.321,2025-06-23 00:16:59.321,,0.0,,0.0,G2 - Fruit Punch (Regular)(Taco Bell),9.0,9.0,0.0,45.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,10.0,,e29b4793-ad02-4f98-b1f5-576fe8ca2875,1,
,0.0,0.0,0.0,,,,fatsecret-95079585,1,,,28.0,2025-06-23 21:14:05.297,2025-06-23 21:14:05.297,,41.0,,0.0,Salad(Crisp and Green),,,0.0,620.0,serving,,u104vMWe/c,g,,,com.sec.android.app.shealth,51.0,0.0016129032,71df09eb-d394-4219-b2ce-cf137774bda6,1,
318.0,4.2,6.8333335,5.0,118.0,,,fatsecret-40137891,255,763.0,2.4,29.75,2025-06-24 03:39:38.081,2025-06-24 03:39:38.081,9.231,37.99,2.748,20.61111,Chicken Alfredo,1.68,,45.4,650.0,cup,,u104vMWe/c,g,15.472,,com.sec.android.app.shealth,55.79,0.3923077,25c9bb8b-02f7-4087-9177-f9b61630228c,1,
,0.0,5.0,0.0,105.0,,,fatsecret-73053021,0,1530.0,4.0,40.0,2025-06-25 04:31:47.525,2025-06-25 04:31:47.525,,28.0,,16.666666,Kids Quesadilla with Side Choice Mashed Potatoes(Mimis Cafe),2.0,,74.2,660.0,serving,,u104vMWe/c,,20.0,0.0,com.sec.android.app.shealth,51.0,,67bad9c6-ccdc-449f-91de-e8523c0db130,1,
650.0,0.0,0.0,0.0,0.0,,,fatsecret-68444097,1,260.0,4.0,15.0,2025-06-25 04:32:39.874,2024-10-31 23:29:24.272,,5.0,,5.5555553,World Famous Fries - Medium(McDonald's),0.0,0.0,1.5,320.0,serving,,u104vMWe/c,,2.0,0.0,com.sec.android.app.shealth,43.0,,b6f1a069-a827-4f45-a5bd-092ff03dd885,1,
45.0,0.0,0.0,0.0,,,,fatsecret-9537785,12,160.0,0.0,0.0,2025-06-25 17:17:02.299,2025-06-25 17:17:02.299,,0.0,,0.0,Thirst Quencher Cool Blue Beverage (12 oz)(Gatorade),21.0,,0.0,80.0,serving,,u104vMWe/c,oz,0.0,,com.sec.android.app.shealth,21.0,,fb6905f6-c199-43f3-99fc-f1bc31455199,1,
291.0,1.92,4.6666665,0.0,58.0,,,fatsecret-39953,146,771.0,,15.48,2025-06-26 00:31:47.212,2024-12-18 19:07:30.292,6.738,20.69,1.375,18.0,Ham and Cheese Sandwich,,,13.0,352.0,sandwich,,u104vMWe/c,g,6.437,,com.sec.android.app.shealth,33.35,0.41477272,0ce473c9-637b-43bf-85b6-383e8b0fb852,1,
310.0,0.0,0.0,0.0,0.0,,,fatsecret-3279245,1,250.0,1.0,10.0,2025-06-26 00:31:47.223,2025-06-26 00:31:47.223,4.5,2.0,4.5,0.0,Barbeque Chips(Great Value),1.0,,0.0,150.0,serving,,u104vMWe/c,oz,1.0,0.0,com.sec.android.app.shealth,15.0,,1d5cc9fe-c4c5-4b2d-9d6a-88f130644c83,1,
186.0,1.2,0.0,0.0,29.0,,,fatsecret-40054,108,683.0,1.6,12.13,2025-06-26 00:32:23.307,2025-05-16 02:02:44.365,3.728,13.32,2.061,13.222223,14" Pepperoni Pizza,4.11,,16.8,298.0,slice,,u104vMWe/c,g,5.26,,com.sec.android.app.shealth,33.98,0.36241612,94644229-be44-4888-a052-7a76e7f3119f,1,
138.0,1.36,0.50000006,0.0,21.0,,,fatsecret-4881,86,462.0,1.6,10.1,2025-06-26 00:32:23.312,2025-06-26 00:32:23.312,2.823,10.6,1.776,8.888889,Cheese Pizza,3.06,,18.1,237.0,piece (1/8 of 12" dia),,u104vMWe/c,g,4.304,,com.sec.android.app.shealth,26.08,0.3628692,feaab8e6-a152-485f-b7c4-e244fa73b7f4,1,
,0.0,0.0,0.0,,,,fatsecret-1374643,25,10.0,0.1,4.7,2025-06-26 04:45:31.072,2025-06-26 04:45:31.072,,0.6,,0.0,Snack Cookies 'N' Chocolate(Hershey's),10.2,,0.0,86.0,serving,,u104vMWe/c,g,3.6,,com.sec.android.app.shealth,10.4,0.29069766,e4655c06-fb9e-4f41-a2a2-46fbef1444a1,1,
,0.0,0.0,0.0,0.0,,,fatsecret-58959122,1,0.0,3.0,0.0,2025-06-26 21:10:32.587,2025-06-19 03:40:47.125,0.0,0.0,0.0,0.0,Pop Ginger Fizz(Health Ade),5.0,,0.0,30.0,serving,,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,8.0,,7ccc822b-9914-4966-b218-50175ea8600c,1,
,0.0,0.0,0.0,,,,fatsecret-68362688,0,,,24.0,2025-06-27 03:38:10.165,2025-06-27 03:38:10.165,,27.0,,0.0,Quesadilla Birria(FlexPro),,,0.0,360.0,serving,,u104vMWe/c,,,,com.sec.android.app.shealth,8.0,,96d9d6c9-d57b-45a5-bae7-55f20fc0ced4,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-1799154,15,0.0,0.0,0.0,2025-06-27 03:38:31.810,2025-06-20 19:47:51.215,0.0,0.0,0.0,0.0,Sun(Neuro),9.0,,0.0,35.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,9.0,,4183cb36-42af-416b-a24f-10f3ec2df5ec,1,
469.0,0.34,44.166668,0.0,0.0,,,fatsecret-5157,243,700.0,2.7,3.64,2025-06-27 04:13:54.327,2025-06-27 04:13:54.327,1.166,4.67,1.703,17.38889,Spanish Rice,7.19,,7.8,211.0,cup,,u104vMWe/c,g,0.515,,com.sec.android.app.shealth,40.68,1.1516588,5dc2d4e4-1864-458f-89f6-4c3eb04d1bf7,1,
343.0,0.32,51.5,0.0,4.0,,,fatsecret-937,202,28.0,2.6,1.76,2025-06-27 18:26:20.040,2025-06-27 18:26:20.040,0.434,2.14,0.133,3.1666667,Fruit Smoothie Drink,30.08,,6.1,162.0,cup,,u104vMWe/c,g,0.988,,com.sec.android.app.shealth,36.68,1.2469136,1dccfae1-d7da-4bd6-9591-cbc46258bce0,1,
35.0,0.0,0.0,0.0,70.0,,,fatsecret-69085476,1,39.0,11.0,32.0,2026-01-25 19:31:50.826,2025-05-07 19:03:28.565,,15.0,,0.0,Avocado & Egg Toast(Robeks Juice),0.0,1.0,0.4,510.0,serving,,+NZu810/s3,,,,com.sec.android.app.shealth,45.0,,8868f338-2ec1-4beb-9930-5ef289f685e0,1,
,0.0,0.0,0.0,110.0,,,fatsecret-84968346,323,1630.0,3.0,58.0,2025-06-27 21:53:10.789,2025-06-26 21:10:16.740,0.0,41.0,0.0,0.0,Pesto Chicken on Ciabatta(Everytable),4.0,0.0,0.0,920.0,serving,,u104vMWe/c,g,15.0,0.0,com.sec.android.app.shealth,52.0,0.35108694,7f9352ac-ce1d-4f85-a7e3-f58a57554c6c,1,
340.0,0.0,0.0,0.0,0.0,,,fatsecret-17574840,28,70.0,1.0,7.0,2025-06-27 22:03:43.980,2025-06-19 02:48:59.586,5.0,2.0,2.0,0.0,Kettle Cooked Potato Chips(Cape Cod),0.0,0.0,0.0,140.0,serving,,u104vMWe/c,g,0.5,0.0,com.sec.android.app.shealth,17.0,0.2,63a47170-4e7d-4dad-b0af-4b409d0904e1,1,
150.0,1.8,15.0,10.0,0.0,,,fatsecret-3920236,37,210.0,3.0,2.0,2025-06-28 18:17:08.034,2025-03-08 04:57:05.781,0.5,3.0,0.5,20.0,Honey Nut Cheerios (37g)(General Mills),12.0,12.0,13.0,140.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,30.0,0.2642857,19ffb327-f6ea-4dc5-910c-9d40e5411bd3,1,
50.0,0.0,0.0,0.0,0.0,,,fatsecret-46828,28,190.0,1.0,8.0,2025-06-28 21:22:00.824,2025-04-29 02:16:16.975,,2.0,,1.6666667,Cool Ranch Tortilla Chips(Doritos),1.0,0.0,3.0,150.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,18.0,0.18666667,82129037-8797-457d-b140-84f246deb64c,1,
75.0,0.0,0.0,0.0,0.0,,,fatsecret-5136777,4,0.0,0.0,0.0,2025-06-28 21:22:00.843,2025-06-04 18:09:32.333,0.0,0.0,0.0,0.0,Ultima Replenisher(Ultima Health Products),0.0,,0.0,15.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,4.0,0.29333335,ade442b8-0a0e-4ea7-a981-2adcd8fa38b9,1,
,0.0,0.0,0.0,,,,fatsecret-97306090,1,2040.0,11.0,39.0,2025-06-29 22:45:25.952,2025-04-09 22:40:49.935,,58.0,,0.0,Burrito Bowl(Chipotle Mexican Grill),8.0,,0.0,910.0,serving,,u104vMWe/c,,22.0,,com.sec.android.app.shealth,79.0,,96167028-ec95-4063-8e5d-43867c6a236e,1,
152.0,0.02,3.0,0.0,0.0,,,fatsecret-39585,28,2.0,2.2,9.53,2025-07-01 00:44:29.706,2025-07-01 00:44:29.706,0.553,0.65,0.179,1.9444444,Banana Chips,10.02,,0.5,147.0,oz,,u104vMWe/c,g,8.213,,com.sec.android.app.shealth,16.56,0.19285715,23cd80a6-f843-42fb-b31e-123893888903,1,
,0.0,0.0,0.0,20.0,,,fatsecret-76312,2,570.0,0.0,9.0,2025-07-01 17:28:15.326,2025-06-18 18:10:31.537,,8.0,,0.0,LunchMakers Cracker Crunchers Chicken(Armour),8.0,,0.0,190.0,serving,,u104vMWe/c,oz,3.5,0.0,com.sec.android.app.shealth,21.0,,ad4cdd59-e1fc-415e-b1b4-a5c59f758a22,1,
820.0,0.0,205.0,0.0,0.0,,,fatsecret-39135710,15,25.0,4.0,0.5,2025-07-01 17:28:15.333,2025-07-01 17:28:15.333,0.0,1.0,0.0,5.5555553,Strawberry Banana Fruit Smoothie (15.2 oz)(Bolthouse Farms),48.0,0.0,5.4,250.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,57.0,,2a434b5e-6020-4d0c-af4c-32bd58fe614b,1,
,0.0,0.0,0.0,465.0,,,fatsecret-84626328,0,815.0,2.8,18.3,2025-07-03 01:19:14.748,2025-07-03 01:19:14.748,,27.0,,0.0,Egg & Cheese Bagel Breakfast Sandwich(Tim Hortons),5.0,,0.0,508.0,serving,,u104vMWe/c,,6.6,0.2,com.sec.android.app.shealth,60.6,,885c799a-f326-46e0-aad0-ee95feee26e3,1,
550.0,0.0,0.0,0.0,60.0,,,fatsecret-68444323,0,180.0,0.0,15.0,2025-07-03 01:20:03.775,2025-07-03 01:20:03.775,,12.0,,0.0,Shamrock Shake - Medium(McDonald's),68.0,54.0,41.0,540.0,serving,,u104vMWe/c,,9.0,0.5,com.sec.android.app.shealth,87.0,,cfee9264-c23d-4d27-b9b1-5ec8e28d7a30,1,
204.0,0.6,16.666666,0.0,10.0,,,fatsecret-4884,105,546.0,1.9,8.95,2025-07-03 03:54:15.333,2025-07-03 03:54:15.333,3.841,9.33,1.053,12.722222,Cheese Pizza with Vegetables,2.56,,16.5,242.0,piece (1/8 of 12" dia),,u104vMWe/c,g,3.511,,com.sec.android.app.shealth,30.93,0.4338843,96b068bb-1bb2-47b8-8778-678109668ce4,1,
14.0,0.0,0.0,0.0,5.0,,,fatsecret-49547,30,260.0,0.0,12.0,2025-07-03 03:54:37.291,2025-07-03 03:54:37.291,0.0,0.0,0.0,0.0,Buttermilk Ranch Dressing(Hidden Valley),1.0,1.0,0.7,120.0,serving,,u104vMWe/c,ml,2.0,0.0,com.sec.android.app.shealth,1.0,,8e8d9f1b-ab75-4d49-95fb-8980668e211c,1,
470.0,0.0,0.0,0.0,25.0,,,fatsecret-16809585,269,360.0,5.0,6.0,2025-07-04 03:52:44.855,2025-07-01 03:48:25.747,3.5,17.0,1.5,10.555555,Cafe Steamers Chicken Margherita with Balsamic(Healthy Choice),7.0,5.0,0.0,270.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,36.0,0.9962963,5f7410f9-958c-41f6-a2c4-4db9611e1b85,1,
67.0,1.4,0.0,0.0,212.0,,,fatsecret-3092,50,70.0,0.0,4.97,2025-07-04 16:22:00.693,2025-03-19 18:28:21.862,1.905,6.29,0.682,5.111111,Egg,0.38,,2.6,74.0,large,,u104vMWe/c,g,1.55,,com.sec.android.app.shealth,0.38,0.6756757,a7853418-1ef5-457c-a0f3-79c19916a99c,1,
657.0,0.0,41.0,0.0,0.0,,,fatsecret-5735,136,137.0,3.4,9.52,2025-07-04 16:22:00.703,2025-03-22 05:44:41.816,3.168,3.16,4.681,6.7777777,Roasted Potato,1.22,,1.9,203.0,"medium (2-1/4"" to 3"" dia, raw)",,u104vMWe/c,g,1.224,,com.sec.android.app.shealth,27.28,0.6699507,852f4d4f-7dac-4dab-8f7b-3aae57c99136,1,
32.0,0.0,0.0,0.0,8.0,,,fatsecret-1787,8,183.0,0.0,2.23,2026-01-12 17:14:52.789,2025-02-26 20:26:58.842,0.872,2.37,0.545,0.9444444,Turkey Bacon,0.0,,0.1,31.0,thin slice (yield after cooking),,+NZu810/s3,g,0.664,,com.sec.android.app.shealth,0.25,0.2580645,9b930309-803a-4c57-a17f-ba0a6b784ea0,1,
,0.0,0.0,0.0,20.0,,,fatsecret-69266377,120,560.0,3.0,5.0,2025-07-05 19:29:38.364,2025-07-05 19:29:38.364,,17.0,,0.0,"Turkey Bacon, Cheddar & Egg White Sandwich(Starbucks)",2.0,,0.0,230.0,serving,,u104vMWe/c,g,2.5,0.0,com.sec.android.app.shealth,28.0,0.5217391,e42f1368-aaed-4b40-8a25-4aee9e5dc918,1,
,0.0,0.0,0.0,15.0,,,fatsecret-69265662,16,100.0,0.0,4.0,2025-07-05 19:29:38.365,2025-07-05 19:29:38.365,,7.0,,0.0,Iced Starbucks Blonde Vanilla Latte (Grande)(Starbucks),28.0,,0.0,190.0,serving,,u104vMWe/c,oz,2.0,0.0,com.sec.android.app.shealth,30.0,,67a75ef8-eb4d-4c59-a1ac-876c6329871a,1,
290.0,0.0,0.0,0.0,0.0,,,fatsecret-68995002,1,280.0,2.0,13.0,2025-07-06 01:51:51.276,2025-06-23 00:15:45.658,,3.0,,1.1111112,Chips and Nacho Cheese Sauce(Taco Bell),1.0,0.0,6.0,220.0,serving,,u104vMWe/c,,1.5,0.0,com.sec.android.app.shealth,24.0,,838ffcd7-1dbe-4f58-b6ca-dc45004e4408,1,
,0.0,0.0,0.0,30.0,,,fatsecret-683691,1,1280.0,7.0,19.0,2025-07-06 01:51:51.297,2025-05-01 01:11:43.397,,18.0,,0.0,Beefy 5-Layer Burrito(Taco Bell),5.0,2.0,0.0,490.0,serving,,u104vMWe/c,,8.0,0.0,com.sec.android.app.shealth,65.0,,e30af381-e463-45cd-ae63-dedad1124c7d,1,
280.0,0.0,0.0,0.0,35.0,,,fatsecret-48817,0,580.0,3.0,17.0,2025-07-06 01:51:51.326,2025-07-06 01:51:51.326,,16.0,,9.444445,Chalupa Supreme - Chicken(Taco Bell),3.0,1.0,12.0,330.0,serving,,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,29.0,,8cfbb1ae-b51a-4932-9e69-46a96f4e121e,1,
,0.0,0.0,0.0,0.0,,,fatsecret-68996078,5,30.0,0.0,0.0,2025-07-06 01:51:51.326,2025-07-06 01:51:51.326,,0.0,,0.0,Mild Sauce Packet(Taco Bell),0.0,0.0,0.0,0.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,0.0,,5c212510-67af-43bc-b588-31de40901a92,1,
,0.0,0.0,0.0,25.0,,,fatsecret-44956,1,490.0,3.0,8.0,2025-07-06 01:51:51.257,2025-05-01 01:11:43.397,,9.0,,0.0,Soft Taco - Beef(Taco Bell),1.0,1.0,0.0,180.0,serving,,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,18.0,,5aeb4a19-a6d2-40fe-be2b-573793a497ec,1,
63.0,1.68,0.0,0.0,211.0,,,fatsecret-3094,50,139.0,0.0,5.28,2025-07-06 18:04:27.047,2024-11-27 18:51:31.046,2.03,6.26,0.704,3.3333335,Boiled Egg,0.56,,2.5,77.0,large,,u104vMWe/c,g,1.627,,com.sec.android.app.shealth,0.56,0.64935064,c6da6d46-1ef0-4e41-9389-50730af921cd,1,
45.0,0.0,0.0,0.0,0.0,,,fatsecret-236899,355,160.0,0.0,0.0,2025-07-06 19:07:13.599,2025-07-06 19:07:13.599,,0.0,,0.0,All Stars Thirst Quencher Fruit Punch Beverage(Gatorade),21.0,,0.0,80.0,serving,,u104vMWe/c,ml,,,com.sec.android.app.shealth,21.0,,716db9a7-52c5-4e7b-bb1c-39bacea6f2c8,1,
